BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'1.1.1.2.1.4'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.CP43 component PsbC'	'ccp38070'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.CP43 component PsbC (original description: pep chromosome:ASM35022v2:Pt:31392:32777:1 gene:CHC_210 transcript:CCP38070 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbC description:photosystem II CP43 protein)'	T
'1.1.1.2.1.5'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.cytochrome b559 heterodimer'	''	''	
'1.1.1.2.1.5.1'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.cytochrome b559 heterodimer.alpha component PsbE'	'ccp38237'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.cytochrome b559 heterodimer.alpha component PsbE (original description: pep chromosome:ASM35022v2:Pt:176607:176861:-1 gene:CHC_1170 transcript:CCP38237 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbE description:photosystem II PsbE protein)'	T
'1.1.1.2.1.5.2'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.cytochrome b559 heterodimer.beta component PsbF'	'ccp38236'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.cytochrome b559 heterodimer.beta component PsbF (original description: pep chromosome:ASM35022v2:Pt:176458:176592:-1 gene:CHC_1165 transcript:CCP38236 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbF description:cytochrome b559 b subunit)'	T
'1.1.1.2.1.6'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.component PsbI'	'ccp38188'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.component PsbI (original description: pep chromosome:ASM35022v2:Pt:135337:135453:1 gene:CHC_880 transcript:CCP38188 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbI description:photosystem II protein I)'	T
'1.1.1.2.2'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins'	''	''	
'1.1.1.2.2.1'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.OEC33 component PsbO'	'cdf33932'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.OEC33 component PsbO (original description: pep supercontig:ASM35022v2:HG001662:177682:178553:-1 gene:CHC_T00008339001 transcript:CDF33932 gene_biotype:protein_coding transcript_biotype:protein_coding description:Plastid oxygen-evolving enhancer 1)'	T
'1.1.1.2.2.2'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Viridiplantae-specific components'	''	''	
'1.1.1.2.2.2.1'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Viridiplantae-specific components.OEC23 component PsbP'	''	''	
'1.1.1.2.2.2.2'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Viridiplantae-specific components.OEC16 component PsbQ'	''	''	
'1.1.1.2.2.3'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Rhodophyta-specific components'	''	''	
'1.1.1.2.2.3.1'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Rhodophyta-specific components.component PsbU'	'cdf33931'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Rhodophyta-specific components.component PsbU (original description: pep supercontig:ASM35022v2:HG001662:176920:177441:1 gene:CHC_T00009123001 transcript:CDF33931 gene_biotype:protein_coding transcript_biotype:protein_coding description:Photosystem II 12 kDa extrinsic protein, chloroplastic)'	T
'1.1.1.2.2.3.2'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Rhodophyta-specific components.component PsbV'	'ccp38047'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Rhodophyta-specific components.component PsbV (original description: pep chromosome:ASM35022v2:Pt:7693:8184:1 gene:CHC_60 transcript:CCP38047 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbV description:cytochrome c550)'	T
'1.1.1.2.2.3.3'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Rhodophyta-specific components.component PsbQ*'	'cdf38494'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Rhodophyta-specific components.component PsbQ* (original description: pep supercontig:ASM35022v2:HG001939:38252:39263:-1 gene:CHC_T00001103001 transcript:CDF38494 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.1.2.3'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbH'	'ccp38101'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbH (original description: pep chromosome:ASM35022v2:Pt:63624:63827:-1 gene:CHC_425 transcript:CCP38101 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbH description:photosystem II reaction center protein H)'	T
'1.1.1.2.4'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbJ'	'ccp38234'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbJ (original description: pep chromosome:ASM35022v2:Pt:176119:176238:-1 gene:CHC_1155 transcript:CCP38234 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbJ description:photosystem II protein J)'	T
'1.1.1.2.5'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbK'	'ccp38138'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbK (original description: pep chromosome:ASM35022v2:Pt:85117:85254:1 gene:CHC_615 transcript:CCP38138 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbK description:photosystem II protein K)'	T
'1.1.1.2.6'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbL'	'ccp38235'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbL (original description: pep chromosome:ASM35022v2:Pt:176332:176448:-1 gene:CHC_1160 transcript:CCP38235 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbL description:photosystem II protein L)'	T
'1.1.1.2.7'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbM'	''	''	
'1.1.1.2.8'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbN'	'ccp38102'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbN (original description: pep chromosome:ASM35022v2:Pt:63910:64041:1 gene:CHC_430 transcript:CCP38102 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbN description:photosystem II reaction center protein N)'	T
'1.1.1.2.9'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbR'	''	''	
'1.1.1.2.10'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbTc'	'ccp38103'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbTc (original description: pep chromosome:ASM35022v2:Pt:64155:64250:-1 gene:CHC_435 transcript:CCP38103 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbT description:photosystem II reaction center protein T)'	T
'1.1.1.2.11'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbTn'	''	''	
'1.1.1.2.12'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbW'	''	''	
'1.1.1.2.13'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbX'	''	''	
'1.1.1.2.14'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbY'	''	''	
'1.1.1.2.15'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbZ'	'ccp38137'	'Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbZ (original description: pep chromosome:ASM35022v2:Pt:84618:84806:-1 gene:CHC_610 transcript:CCP38137 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psbZ description:photosystem II protein Z)'	T
'1.1.1.3'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance'	''	''	
'1.1.1.3.1'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.LPA1 protein'	''	''	
'1.1.1.3.2'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.LPA2 protein'	''	''	
'1.1.1.3.3'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.LPA3 protein'	'cdf33762'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.LPA3 protein (original description: pep supercontig:ASM35022v2:HG001657:147235:148348:1 gene:CHC_T00002563001 transcript:CDF33762 gene_biotype:protein_coding transcript_biotype:protein_coding description:Protein LOW PSII ACCUMULATION 3, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G73060) UniProtKB/Swiss-Prot;Acc:Q8H0W0])'	T
'1.1.1.3.4'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF106 protein'	''	''	
'1.1.1.3.5'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF136 protein'	'cdf33608'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF136 protein (original description: pep supercontig:ASM35022v2:HG001651:55644:56393:-1 gene:CHC_T00009275001 transcript:CDF33608 gene_biotype:protein_coding transcript_biotype:protein_coding description:photosystem II stability/assembly factor HCF136)'	T
'1.1.1.3.6'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF243 protein'	''	''	
'1.1.1.3.7'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF244 protein'	'ccp38186'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF244 protein (original description: pep chromosome:ASM35022v2:Pt:133911:134870:1 gene:CHC_870 transcript:CCP38186 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ycf39 description:conserved hypothetical plastid protein)'	T
'1.1.1.3.8'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF173 protein'	''	''	
'1.1.1.3.9'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb27 protein'	''	''	
'1.1.1.3.10'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb28 protein'	'ccp38079'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb28 protein (original description: pep chromosome:ASM35022v2:Pt:38870:39217:1 gene:CHC_265 transcript:CCP38079 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psb28 description:photosystem II 13kD protein)'	T
'1.1.1.3.11'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb29 protein'	'cdf77411'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb29 protein (original description: pep supercontig:ASM35022v2:HG001523:261745:262362:-1 gene:CHC_T00007922001 transcript:CDF77411 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.1.3.12'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb30 protein'	'ccp38231'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb30 protein (original description: pep chromosome:ASM35022v2:Pt:175157:175261:1 gene:CHC_1140 transcript:CCP38231 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:psb30 description:photosystem II protein psb30)'	T
'1.1.1.3.13'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb32 protein'	''	''	
'1.1.1.3.14'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.Psb33 protein'	''	''	
'1.1.1.3.15'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.PAM68 protein'	''	''	
'1.1.1.3.16'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.RBD1 protein'	''	''	
'1.1.1.3.17'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.MET1 protein'	''	''	
'1.1.1.3.18'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.PPL1 protein'	''	''	
'1.1.1.3.19'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.SCO2 protein'	''	''	
'1.1.1.3.20'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.TerC protein'	''	''	
'1.1.1.3.21'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.CYP38 protein'	'cdf39778'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.CYP38 protein (original description: pep supercontig:ASM35022v2:HG002073:4563:5927:1 gene:CHC_T00000384001 transcript:CDF39778 gene_biotype:protein_coding transcript_biotype:protein_coding description:Peptidyl-prolyl cis-trans isomerase CYP38, chloroplastic [Source:Projected from Arabidopsis thaliana (AT3G01480) UniProtKB/Swiss-Prot;Acc:Q9SSA5])'	T
'1.1.1.3.22'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.LQY1 protein'	''	''	
'1.1.1.3.23'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HHL1 protein'	'cdf39005'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HHL1 protein (original description: pep supercontig:ASM35022v2:HG001983:741389:742265:1 gene:CHC_T00006717001 transcript:CDF39005 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.1.3.24'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.LTO1 protein'	'cdf34086'	'Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.LTO1 protein (original description: pep supercontig:ASM35022v2:HG001672:117332:119056:-1 gene:CHC_T00002659001 transcript:CDF34086 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.1.4'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation'	''	''	
'1.1.1.4.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.phosphorylation/dephosphorylation'	''	''	
'1.1.1.4.1.1'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.phosphorylation/dephosphorylation.STN7 kinase'	''	''	
'1.1.1.4.1.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.phosphorylation/dephosphorylation.STN8 kinase'	''	''	
'1.1.1.4.1.3'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.phosphorylation/dephosphorylation.PPH1/TAP38 phosphatase'	''	''	
'1.1.1.4.1.4'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.phosphorylation/dephosphorylation.PBCP phosphatase'	''	''	
'1.1.1.4.2'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.MPH2 acclimation factor'	''	''	
'1.1.1.4.3'	'Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.APE acclimation factor'	''	''	
'1.1.1.5'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection'	''	''	
'1.1.1.5.1'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ)'	''	''	
'1.1.1.5.1.1'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LhcSR-dependent machinery'	''	''	
'1.1.1.5.1.1.1'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LhcSR-dependent machinery.LhcSR protein'	'cdf41051'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LhcSR-dependent machinery.LhcSR protein (original description: pep supercontig:ASM35022v2:HG002301:166255:167303:-1 gene:CHC_T00007661001 transcript:CDF41051 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.1.5.1.1.1'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LhcSR-dependent machinery.LhcSR protein'	'cdf39364'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LhcSR-dependent machinery.LhcSR protein (original description: pep supercontig:ASM35022v2:HG002023:35361:36737:-1 gene:CHC_T00008505001 transcript:CDF39364 gene_biotype:protein_coding transcript_biotype:protein_coding description:Light-harvest protein)'	T
'1.1.1.5.1.1.1'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LhcSR-dependent machinery.LhcSR protein'	'cdf40148'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LhcSR-dependent machinery.LhcSR protein (original description: pep supercontig:ASM35022v2:HG002134:2960:4308:-1 gene:CHC_T00007011001 transcript:CDF40148 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.1.5.1.2'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).PsbS-dependent machinery'	''	''	
'1.1.1.5.1.2.1'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).PsbS-dependent machinery.PsbS protein'	''	''	
'1.1.1.5.1.3'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).xanthophyll cycle'	''	''	
'1.1.1.5.1.3.1'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).xanthophyll cycle.violaxanthin de-epoxidase'	''	''	
'1.1.1.5.1.3.2'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).xanthophyll cycle.zeaxanthin epoxidase'	''	''	
'1.1.1.5.1.4'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).FLAP1 NPQ-regulator protein'	''	''	
'1.1.1.5.1.5'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).LCNP NPQ-regulator lipocalin'	''	''	
'1.1.1.5.1.6'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).SOQ1 negative NPQ-regulator protein'	'cdf39377'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).SOQ1 negative NPQ-regulator protein (original description: pep supercontig:ASM35022v2:HG002024:27596:28303:1 gene:CHC_T00008946001 transcript:CDF39377 gene_biotype:protein_coding transcript_biotype:protein_coding description:HAD-superfamily hydrolase)'	T
'1.1.1.5.2'	'Photosynthesis.photophosphorylation.photosystem II.photoprotection.MPH1 protein'	''	''	
'1.1.1.6'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups'	''	''	
'1.1.1.6.1'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.one-helix LHC-related protein group'	''	''	
'1.1.1.6.1.1'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.one-helix LHC-related protein group.OHP1 protein'	''	''	
'1.1.1.6.1.2'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.one-helix LHC-related protein group.OHP2 protein'	''	''	
'1.1.1.6.2'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group'	''	''	
'1.1.1.6.2.1'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group.SEP1 protein'	''	''	
'1.1.1.6.2.2'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group.SEP2 protein'	''	''	
'1.1.1.6.2.3'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group.SEP3 protein'	''	''	
'1.1.1.6.2.4'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group.SEP4 protein'	''	''	
'1.1.1.6.2.5'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group.SEP5 protein'	''	''	
'1.1.1.6.3'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.three-helix LHC-related protein group'	''	''	
'1.1.1.6.3.1'	'Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.three-helix LHC-related protein group.ELIP protein'	''	''	
'1.1.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex'	''	''	
'1.1.2.1'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.apocytochrome f component PetA'	'ccp38160'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.apocytochrome f component PetA (original description: pep chromosome:ASM35022v2:Pt:102606:103568:-1 gene:CHC_735 transcript:CCP38160 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:petA description:cytochrome f)'	T
'1.1.2.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.apocytochrome b component PetB'	'ccp38085'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.apocytochrome b component PetB (original description: pep chromosome:ASM35022v2:Pt:44451:45098:1 gene:CHC_305 transcript:CCP38085 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:petB description:cytochrome b6)'	T
'1.1.2.3'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.Rieske iron-sulfur component PetC'	'cdf77454'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.Rieske iron-sulfur component PetC (original description: pep supercontig:ASM35022v2:HG001523:437626:438689:1 gene:CHC_T00007954001 transcript:CDF77454 gene_biotype:protein_coding transcript_biotype:protein_coding description:Cytochrome b6-f complex iron-sulfur subunit, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G03280) UniProtKB/Swiss-Prot;Acc:Q9ZR03])'	T
'1.1.2.4'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetD/IV'	'ccp38086'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetD/IV (original description: pep chromosome:ASM35022v2:Pt:45145:45627:1 gene:CHC_310 transcript:CCP38086 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:petD description:Cytochrome b6-f complex subunit IV)'	T
'1.1.2.5'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetG/V'	'ccp38139'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetG/V (original description: pep chromosome:ASM35022v2:Pt:85313:85426:1 gene:CHC_620 transcript:CCP38139 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:petG description:cytochrome b6/f complex subunit V)'	T
'1.1.2.6'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetL/VI'	''	''	
'1.1.2.7'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetM/VII'	'ccp38150'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetM/VII (original description: pep chromosome:ASM35022v2:Pt:95761:95859:1 gene:CHC_680 transcript:CCP38150 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:petM description:cytochrome b6-f complex subunit VII)'	T
'1.1.2.8'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetN'	'ccp38149'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.component PetN (original description: pep chromosome:ASM35022v2:Pt:95610:95699:1 gene:CHC_675 transcript:CCP38149 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:petN description:cytochrome b6-f complex subunit VIII)'	T
'1.1.2.9'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly'	''	''	
'1.1.2.9.1'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV)'	''	''	
'1.1.2.9.1.1'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).CCB1 component'	''	''	
'1.1.2.9.1.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).CCB2 component'	''	''	
'1.1.2.9.1.3'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).CCB3 component'	'cdf33013'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).CCB3 component (original description: pep supercontig:ASM35022v2:HG001630:23421:23648:1 gene:CHC_T00001843001 transcript:CDF33013 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.2.9.1.3'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).CCB3 component'	'cdf34220'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).CCB3 component (original description: pep supercontig:ASM35022v2:HG001678:122233:122943:1 gene:CHC_T00002922001 transcript:CDF34220 gene_biotype:protein_coding transcript_biotype:protein_coding)'	T
'1.1.2.9.1.4'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).CCB4 component'	''	''	
'1.1.2.9.2'	'Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCS cytochrome f/c6 maturation system (system II)'	''	''	
